stock;prix;nom;péremption;bio;marque;label_bio;provenance;type_produit
105;2.2433839934840307;Poivron;2021-06-01 23:36:06.098445;False;;;Centre-Val de Loire;Légume
364;1.1569007530740378;Courgette;2021-06-03 23:36:06.098449;False;;;Ile de France;Légume
390;1.9947574973641018;Oignon;2021-06-02 23:36:06.098454;True;;Bio cohérence;Nouvelle Aquitaine;Légume
433;1.7493450466854923;Bettrave;2021-06-02 23:36:06.098457;False;;;Grand Est;Légume
56;1.3224842623073583;Radis;2021-06-02 23:36:06.098461;False;;;Bretagne;Légume
473;1.2324763607191234;Concombre;2021-06-02 23:36:06.098467;True;;Bio partenaire;Hauts de France;Légume
263;1.01616886668636;Radis;2021-06-02 23:36:06.098471;False;;;Normandie;Légume
186;1.1258484890951377;Bettrave;2021-06-03 23:36:06.098475;True;;Bio partenaire;Ile de France;Légume
434;2.1449721183962347;Concombre;2021-06-01 23:36:06.098478;False;;;Occitanie;Légume
401;2.401403786278858;Petit pois;2021-06-02 23:36:06.098482;True;;AB;Hauts de France;Légume
47;1.1643351937214834;Haricot vert;2021-06-02 23:36:06.098486;True;;AB;Hauts de France;Légume
1;2.103240150304798;Mais;2021-06-02 23:36:06.098489;False;;;Nouvelle Aquitaine;Légume
345;1.154914384315563;Petit pois;2021-06-02 23:36:06.098493;True;;AB;Auvergne-Rhone-Alpes;Légume
56;2.075254022631322;Poireau;2021-06-02 23:36:06.098496;False;;;Provence-Alpes-Cote d'Azur;Légume
204;2.311559830822318;Concombre;2021-06-01 23:36:06.098500;True;;Bio partenaire;Hauts de France;Légume
436;1.4506844512648296;Aubergine;2021-06-03 23:36:06.098503;False;;;Provence-Alpes-Cote d'Azur;Légume
49;1.3091714826938088;Courgette;2021-06-02 23:36:06.098507;True;;Bio partenaire;Pays de la Loire;Légume
60;1.65811784758602;Concombre;2021-06-03 23:36:06.098511;True;;Bio partenaire;Bougogne Franche Compte;Légume
427;1.270400572958619;Radis;2021-06-02 23:36:06.098516;True;;AB;Occitanie;Légume
176;1.3537896050634288;Oignon;2021-06-04 23:36:06.098520;True;;Bio partenaire;Pays de la Loire;Légume
468;1.2378890452115199;Haricot vert;2021-06-03 23:36:06.098524;True;;Bio partenaire;Pays de la Loire;Légume
451;1.2244428527457754;Poireau;2021-06-01 23:36:06.098528;False;;;Grand Est;Légume
369;0.9324254794819922;Oignon;2021-06-02 23:36:06.098531;True;;AB;Nouvelle Aquitaine;Légume
309;1.8327013111346313;Radis;2021-06-02 23:36:06.098535;False;;;Pays de la Loire;Légume
5;1.2388524901610625;Petit pois;2021-06-01 23:36:06.098539;True;;AB;Ile de France;Légume
282;2.0278601947894623;Petit pois;2021-06-02 23:36:06.098543;True;;AB;Pays de la Loire;Légume
295;2.435837918185561;Mais;2021-06-01 23:36:06.098546;True;;AB;Auvergne-Rhone-Alpes;Légume
57;1.9989849672677373;Poireau;2021-06-03 23:36:06.098550;False;;;Occitanie;Légume
0;1.752413279378943;Petit pois;2021-06-03 23:36:06.098553;True;;Bio cohérence;Normandie;Légume
230;1.1755741556433872;Mais;2021-06-03 23:36:06.098557;True;;Bio cohérence;Nouvelle Aquitaine;Légume
27;1.6790430660794626;Aubergine;2021-06-04 23:36:06.098561;True;;AB;Ile de France;Légume
499;1.9859145416580721;Aubergine;2021-06-04 23:36:06.098566;False;;;Bougogne Franche Compte;Légume
130;1.1979230239394218;Petit pois;2021-06-03 23:36:06.098570;True;;Bio partenaire;Normandie;Légume
230;1.4878697671683312;Oignon;2021-06-03 23:36:06.098574;True;;AB;Hauts de France;Légume
5;2.3394038540856315;Poivron;2021-06-01 23:36:06.098577;True;;Bio cohérence;Bougogne Franche Compte;Légume
460;1.4769487368721104;Concombre;2021-06-01 23:36:06.098582;False;;;Occitanie;Légume
80;1.8476585099263323;Poireau;2021-06-02 23:36:06.098585;False;;;Occitanie;Légume
326;2.115061681712427;Aubergine;2021-06-04 23:36:06.098590;False;;;Auvergne-Rhone-Alpes;Légume
214;2.279069967876297;Mais;2021-06-03 23:36:06.098594;True;;AB;Normandie;Légume
403;0.8609778508460186;Haricot vert;2021-06-03 23:36:06.098598;False;;;Provence-Alpes-Cote d'Azur;Légume
410;2.0925590183726115;Aubergine;2021-06-02 23:36:06.098602;False;;;Auvergne-Rhone-Alpes;Légume
391;2.119287128348858;Mais;2021-06-04 23:36:06.098605;False;;;Grand Est;Légume
97;1.9937655748517555;Aubergine;2021-06-02 23:36:06.098608;False;;;Pays de la Loire;Légume
180;1.605577214341916;Haricot rouge;2021-06-03 23:36:06.098612;True;;Bio cohérence;Normandie;Légume
14;1.0084800800359068;Bettrave;2021-06-03 23:36:06.098617;True;;Bio partenaire;Occitanie;Légume
378;0.7672165210514645;Courgette;2021-06-04 23:36:06.098621;False;;;Ile de France;Légume
329;1.7526189402116867;Courgette;2021-06-02 23:36:06.098624;True;;Bio partenaire;Nouvelle Aquitaine;Légume
205;0.9690822823819545;Aubergine;2021-06-02 23:36:06.098628;False;;;Normandie;Légume
43;1.0311418948274012;Oignon;2021-06-02 23:36:06.098631;False;;;Normandie;Légume
370;2.0000857814504847;Haricot vert;2021-06-01 23:36:06.098635;True;;Bio partenaire;Hauts de France;Légume
345;1.2281304066593008;Concombre;2021-06-04 23:36:06.098639;True;;Bio cohérence;Grand Est;Légume
245;0.8197081610458677;Aubergine;2021-06-03 23:36:06.098643;False;;;Ile de France;Légume
195;1.441045021066141;Haricot rouge;2021-06-01 23:36:06.098647;False;;;Provence-Alpes-Cote d'Azur;Légume
341;2.0540205194525702;Poireau;2021-06-03 23:36:06.098650;False;;;Occitanie;Légume
347;2.100283252461325;Petit pois;2021-06-02 23:36:06.098654;True;;Bio partenaire;Nouvelle Aquitaine;Légume
387;2.247332137969102;Aubergine;2021-06-04 23:36:06.098657;False;;;Normandie;Légume
18;2.4559592014961615;Concombre;2021-06-01 23:36:06.098661;True;;Bio cohérence;Normandie;Légume
286;1.6719794679655506;Courgette;2021-06-01 23:36:06.098666;False;;;Hauts de France;Légume
287;1.6736367458521628;Bettrave;2021-06-03 23:36:06.098669;False;;;Auvergne-Rhone-Alpes;Légume
437;1.7025308419590695;Oignon;2021-06-02 23:36:06.098673;False;;;Provence-Alpes-Cote d'Azur;Légume
353;1.7405558769917453;Oignon;2021-06-02 23:36:06.098678;True;;Bio cohérence;Auvergne-Rhone-Alpes;Légume
171;1.2050270629195854;Mais;2021-06-03 23:36:06.098682;True;;AB;Hauts de France;Légume
474;0.9963507553623643;Concombre;2021-06-03 23:36:06.098686;False;;;Hauts de France;Légume
223;2.218825574585661;Mais;2021-06-03 23:36:06.098690;True;;Bio partenaire;Occitanie;Légume
462;1.6811940819614346;Petit pois;2021-06-02 23:36:06.098693;True;;Bio cohérence;Normandie;Légume
50;1.5088852306944571;Bettrave;2021-06-04 23:36:06.098697;True;;Bio cohérence;Occitanie;Légume
296;1.334026115150314;Poireau;2021-06-03 23:36:06.098701;True;;Bio cohérence;Pays de la Loire;Légume
252;1.687831362260493;Petit pois;2021-06-02 23:36:06.098705;False;;;Centre-Val de Loire;Légume
105;1.3507761611267963;Petit pois;2021-06-03 23:36:06.098708;True;;Bio partenaire;Occitanie;Légume
88;0.9307792446719195;Courgette;2021-06-02 23:36:06.098712;False;;;Occitanie;Légume
234;1.9650804548592145;Poireau;2021-06-01 23:36:06.098717;True;;Bio cohérence;Occitanie;Légume
134;1.596489431939941;Poireau;2021-06-04 23:36:06.098721;False;;;Grand Est;Légume
251;1.9888068826649687;Haricot vert;2021-06-03 23:36:06.098725;True;;Bio cohérence;Bougogne Franche Compte;Légume
151;0.9220509006153521;Haricot rouge;2021-06-01 23:36:06.098728;False;;;Ile de France;Légume
159;1.428483641308117;Mais;2021-06-03 23:36:06.098732;False;;;Hauts de France;Légume
257;2.033678031009491;Petit pois;2021-06-02 23:36:06.098736;True;;Bio cohérence;Nouvelle Aquitaine;Légume
280;1.0031383212352862;Bettrave;2021-06-02 23:36:06.098739;True;;Bio partenaire;Nouvelle Aquitaine;Légume
95;2.2349924194194566;Mais;2021-06-01 23:36:06.098743;True;;AB;Ile de France;Légume
22;1.0795904772048437;Poireau;2021-06-03 23:36:06.098747;True;;Bio partenaire;Grand Est;Légume
301;1.6552161593224015;Poireau;2021-06-04 23:36:06.098750;False;;;Bougogne Franche Compte;Légume
296;2.1488294995930874;Mais;2021-06-02 23:36:06.098755;True;;AB;Bretagne;Légume
195;1.4161880448139277;Radis;2021-06-02 23:36:06.098758;False;;;Hauts de France;Légume
14;0.8320331061649999;Poivron;2021-06-04 23:36:06.098762;False;;;Bretagne;Légume
362;1.0739873878867083;Poireau;2021-06-03 23:36:06.098767;False;;;Nouvelle Aquitaine;Légume
68;0.7771954522053643;Concombre;2021-06-01 23:36:06.098770;False;;;Pays de la Loire;Légume
325;2.017947833203079;Haricot rouge;2021-06-03 23:36:06.098773;False;;;Occitanie;Légume
113;2.411564068845872;Concombre;2021-06-01 23:36:06.098779;True;;Bio partenaire;Provence-Alpes-Cote d'Azur;Légume
362;1.2824892135614339;Oignon;2021-06-03 23:36:06.098783;True;;Bio cohérence;Pays de la Loire;Légume
484;1.8757225748487942;Radis;2021-06-03 23:36:06.098787;True;;Bio cohérence;Pays de la Loire;Légume
462;0.916832978024964;Oignon;2021-06-02 23:36:06.098791;True;;AB;Provence-Alpes-Cote d'Azur;Légume
466;1.7244394670496344;Courgette;2021-06-02 23:36:06.098794;True;;AB;Pays de la Loire;Légume
224;2.0605802970582543;Oignon;2021-06-01 23:36:06.098798;False;;;Normandie;Légume
141;1.1098063792481407;Aubergine;2021-06-01 23:36:06.098801;False;;;Provence-Alpes-Cote d'Azur;Légume
410;1.0323139943519217;Mais;2021-06-02 23:36:06.098805;True;;AB;Occitanie;Légume
395;0.8514527480179358;Poireau;2021-06-03 23:36:06.098809;True;;Bio cohérence;Pays de la Loire;Légume
84;2.1694595610460174;Poivron;2021-06-03 23:36:06.098814;False;;;Hauts de France;Légume
314;1.0299054592811427;Radis;2021-06-02 23:36:06.098818;False;;;Normandie;Légume
393;2.1071116304738076;Bettrave;2021-06-01 23:36:06.098822;True;;Bio partenaire;Bretagne;Légume
486;2.4091792543383788;Oignon;2021-06-01 23:36:06.098826;True;;Bio partenaire;Bougogne Franche Compte;Légume
274;2.2920714013007464;Radis;2021-06-02 23:36:06.098830;True;;Bio partenaire;Provence-Alpes-Cote d'Azur;Légume
134;1.8999680095566385;Haricot rouge;2021-06-03 23:36:06.098833;False;;;Bougogne Franche Compte;Légume
196;1.2474860308760685;Courgette;2021-06-03 23:36:06.098837;False;;;Ile de France;Légume
143;1.2686705559048699;Poivron;2021-06-02 23:36:06.098840;False;;;Grand Est;Légume
404;2.1888370503907257;Oignon;2021-06-02 23:36:06.098844;False;;;Ile de France;Légume
175;1.167211815833187;Radis;2021-06-03 23:36:06.098848;True;;Bio cohérence;Normandie;Légume
472;1.6115238595326948;Mais;2021-06-03 23:36:06.098851;False;;;Pays de la Loire;Légume
190;0.8297695864996176;Haricot rouge;2021-06-03 23:36:06.098855;True;;AB;Ile de France;Légume
184;1.628049273792005;Haricot vert;2021-06-03 23:36:06.098859;True;;AB;Bougogne Franche Compte;Légume
368;1.8872298246275003;Concombre;2021-06-03 23:36:06.098863;True;;Bio cohérence;Centre-Val de Loire;Légume
309;1.4255696748872217;Oignon;2021-06-01 23:36:06.098868;False;;;Occitanie;Légume
154;1.648359795213363;Oignon;2021-06-02 23:36:06.098871;False;;;Bougogne Franche Compte;Légume
242;2.280567754430466;Petit pois;2021-06-02 23:36:06.098875;True;;AB;Normandie;Légume
158;2.1542991097326847;Aubergine;2021-06-02 23:36:06.098879;True;;Bio cohérence;Nouvelle Aquitaine;Légume
356;1.4785099296455915;Poivron;2021-06-02 23:36:06.098883;True;;AB;Auvergne-Rhone-Alpes;Légume
344;0.8722461331865271;Radis;2021-06-02 23:36:06.098886;False;;;Normandie;Légume
358;1.0652806995024278;Petit pois;2021-06-03 23:36:06.098890;False;;;Centre-Val de Loire;Légume
57;1.0958504880535282;Concombre;2021-06-04 23:36:06.098893;False;;;Bretagne;Légume
199;1.4414348690278138;Concombre;2021-06-03 23:36:06.098897;False;;;Bretagne;Légume
1;1.8340791446414169;Haricot rouge;2021-06-02 23:36:06.098900;False;;;Provence-Alpes-Cote d'Azur;Légume
224;1.3156897086643904;Bettrave;2021-06-03 23:36:06.098904;True;;Bio partenaire;Nouvelle Aquitaine;Légume
179;0.8238323627120072;Mais;2021-06-03 23:36:06.098907;False;;;Bougogne Franche Compte;Légume
372;2.0710583326926644;Haricot rouge;2021-06-03 23:36:06.098911;False;;;Auvergne-Rhone-Alpes;Légume
409;2.3173771634858413;Petit pois;2021-06-03 23:36:06.098918;True;;Bio partenaire;Hauts de France;Légume
342;1.669240579724748;Radis;2021-06-01 23:36:06.098923;True;;Bio partenaire;Provence-Alpes-Cote d'Azur;Légume
481;2.0517172047389862;Mais;2021-06-02 23:36:06.098927;False;;;Normandie;Légume
495;1.7772008428975075;Haricot vert;2021-06-02 23:36:06.098930;False;;;Occitanie;Légume
314;1.0885584422118921;Oignon;2021-06-04 23:36:06.098934;True;;Bio cohérence;Provence-Alpes-Cote d'Azur;Légume
5;1.2453487753769241;Haricot rouge;2021-06-02 23:36:06.098938;True;;AB;Hauts de France;Légume
148;1.0666979823719795;Haricot vert;2021-06-03 23:36:06.098942;False;;;Centre-Val de Loire;Légume
334;1.576533303961442;Haricot rouge;2021-06-01 23:36:06.098946;True;;Bio cohérence;Bougogne Franche Compte;Légume
183;1.709930898297663;Bettrave;2021-06-04 23:36:06.098950;True;;Bio cohérence;Normandie;Légume
124;1.6563918668586148;Poireau;2021-06-03 23:36:06.098953;False;;;Auvergne-Rhone-Alpes;Légume
282;2.200076649305599;Bettrave;2021-06-01 23:36:06.098956;False;;;Hauts de France;Légume
334;2.230733562245393;Poivron;2021-06-02 23:36:06.098960;False;;;Centre-Val de Loire;Légume
100;1.190698140542004;Courgette;2021-06-03 23:36:06.098963;False;;;Bretagne;Légume
55;1.9693154122620447;Poireau;2021-06-03 23:36:06.098969;False;;;Hauts de France;Légume
132;1.2643208289823644;Aubergine;2021-06-03 23:36:06.098974;True;;Bio partenaire;Grand Est;Légume
118;0.9218333961612334;Aubergine;2021-06-04 23:36:06.098977;True;;Bio partenaire;Auvergne-Rhone-Alpes;Légume
291;1.6453336782563972;Courgette;2021-06-03 23:36:06.098981;True;;Bio cohérence;Bougogne Franche Compte;Légume
490;0.9604232097032145;Haricot rouge;2021-06-02 23:36:06.098985;False;;;Ile de France;Légume
413;2.19816693845512;Oignon;2021-06-03 23:36:06.098989;True;;Bio partenaire;Pays de la Loire;Légume
207;1.5462448654878003;Radis;2021-06-04 23:36:06.098992;True;;Bio cohérence;Centre-Val de Loire;Légume
460;1.1307821630113772;Radis;2021-06-03 23:36:06.098996;False;;;Hauts de France;Légume
150;1.965171366341469;Haricot vert;2021-06-02 23:36:06.098999;False;;;Hauts de France;Légume
92;2.167189986685673;Concombre;2021-06-03 23:36:06.099003;True;;Bio cohérence;Bretagne;Légume
462;0.8706142008922818;Haricot vert;2021-06-02 23:36:06.099007;False;;;Ile de France;Légume
67;1.5068178694523353;Haricot vert;2021-06-01 23:36:06.099010;False;;;Pays de la Loire;Légume
379;0.833863102352784;Concombre;2021-06-02 23:36:06.099013;False;;;Bretagne;Légume
447;1.9771487383172162;Haricot vert;2021-06-03 23:36:06.099019;True;;Bio cohérence;Bougogne Franche Compte;Légume
55;1.7989426746917405;Radis;2021-06-02 23:36:06.099023;True;;AB;Ile de France;Légume
404;1.9172951612160498;Aubergine;2021-06-02 23:36:06.099027;True;;Bio partenaire;Nouvelle Aquitaine;Légume
98;1.263112622672756;Haricot rouge;2021-06-01 23:36:06.099030;False;;;Grand Est;Légume
459;1.5115577199446941;Petit pois;2021-06-04 23:36:06.099034;True;;Bio partenaire;Grand Est;Légume
106;0.8949066534189609;Radis;2021-06-03 23:36:06.099037;False;;;Ile de France;Légume
140;1.2075283358821223;Poivron;2021-06-03 23:36:06.099041;True;;AB;Nouvelle Aquitaine;Légume
405;1.5024500893555113;Poireau;2021-06-02 23:36:06.099045;False;;;Bretagne;Légume
397;0.890187968695722;Radis;2021-06-03 23:36:06.099049;False;;;Normandie;Légume
483;1.7702824966066653;Radis;2021-06-01 23:36:06.099052;True;;AB;Normandie;Légume
430;1.8972644485419137;Haricot rouge;2021-06-01 23:36:06.099056;False;;;Hauts de France;Légume
65;0.7754807246815254;Concombre;2021-06-03 23:36:06.099059;False;;;Pays de la Loire;Légume
347;2.0070256224701346;Poireau;2021-06-02 23:36:06.099063;True;;Bio cohérence;Nouvelle Aquitaine;Légume
402;2.1452937728974253;Courgette;2021-06-01 23:36:06.099068;False;;;Hauts de France;Légume
23;1.942011501297785;Radis;2021-06-01 23:36:06.099072;False;;;Centre-Val de Loire;Légume
323;1.3036290367967083;Courgette;2021-06-04 23:36:06.099076;True;;AB;Centre-Val de Loire;Légume
481;1.4411127973966185;Poireau;2021-06-03 23:36:06.099079;False;;;Auvergne-Rhone-Alpes;Légume
272;1.7859416778016457;Poivron;2021-06-02 23:36:06.099082;False;;;Provence-Alpes-Cote d'Azur;Légume
68;0.9870012141651494;Radis;2021-06-02 23:36:06.099086;False;;;Auvergne-Rhone-Alpes;Légume
467;1.3306234867394238;Aubergine;2021-06-04 23:36:06.099090;True;;AB;Auvergne-Rhone-Alpes;Légume
438;1.8306701082176389;Mais;2021-06-02 23:36:06.099093;False;;;Normandie;Légume
192;1.3508703149206627;Bettrave;2021-06-02 23:36:06.099097;False;;;Provence-Alpes-Cote d'Azur;Légume
167;2.0747057430834954;Haricot rouge;2021-06-01 23:36:06.099102;True;;Bio cohérence;Ile de France;Légume
377;1.655038849106919;Oignon;2021-06-02 23:36:06.099106;False;;;Normandie;Légume
259;2.3200896989717976;Bettrave;2021-06-01 23:36:06.099109;True;;Bio cohérence;Normandie;Légume
259;1.9868677260847276;Courgette;2021-06-02 23:36:06.099113;False;;;Provence-Alpes-Cote d'Azur;Légume
369;1.255893763589815;Radis;2021-06-03 23:36:06.099117;False;;;Pays de la Loire;Légume
99;1.188983244455418;Courgette;2021-06-02 23:36:06.099121;False;;;Centre-Val de Loire;Légume
151;1.3024711157223148;Concombre;2021-06-02 23:36:06.099124;False;;;Hauts de France;Légume
78;2.1837897017965675;Oignon;2021-06-02 23:36:06.099128;False;;;Grand Est;Légume
217;1.886914458948569;Courgette;2021-06-03 23:36:06.099132;True;;Bio partenaire;Bretagne;Légume
302;1.6020984160530665;Courgette;2021-06-01 23:36:06.099135;False;;;Nouvelle Aquitaine;Légume
61;1.0948298158988374;Poivron;2021-06-04 23:36:06.099138;False;;;Hauts de France;Légume
171;2.0174274897046165;Poivron;2021-06-03 23:36:06.099142;False;;;Nouvelle Aquitaine;Légume
22;1.6322022692679652;Haricot vert;2021-06-01 23:36:06.099145;False;;;Ile de France;Légume
387;1.2894578282443994;Bettrave;2021-06-03 23:36:06.099149;True;;Bio cohérence;Occitanie;Légume
343;1.2501296711758827;Poireau;2021-06-02 23:36:06.099153;False;;;Centre-Val de Loire;Légume
440;1.8817561492656298;Courgette;2021-06-03 23:36:06.099156;False;;;Hauts de France;Légume
92;1.4122562407128203;Poivron;2021-06-04 23:36:06.099161;False;;;Grand Est;Légume
334;1.2843252689810072;Poireau;2021-06-03 23:36:06.099166;False;;;Auvergne-Rhone-Alpes;Légume
393;1.5285005375196543;Poivron;2021-06-01 23:36:06.099169;False;;;Ile de France;Légume
458;0.8585874824609794;Concombre;2021-06-01 23:36:06.099173;True;;Bio cohérence;Bretagne;Légume
134;2.4536347745752907;Aubergine;2021-06-03 23:36:06.099177;True;;AB;Normandie;Légume
5;1.588496754143737;Aubergine;2021-06-01 23:36:06.099181;True;;Bio partenaire;Centre-Val de Loire;Légume
89;1.1665626603077597;Aubergine;2021-06-03 23:36:06.099184;False;;;Centre-Val de Loire;Légume
121;1.10570571634645;Radis;2021-06-03 23:36:06.099188;True;;AB;Normandie;Légume
230;1.4787485198227854;Courgette;2021-06-03 23:36:06.099192;True;;Bio partenaire;Hauts de France;Légume
32;2.1347034739599984;Mais;2021-06-03 23:36:06.099196;True;;Bio cohérence;Grand Est;Légume
71;0.953631768578724;Oignon;2021-06-02 23:36:06.099200;True;;Bio partenaire;Pays de la Loire;Légume
494;2.2128143574355748;Petit pois;2021-06-01 23:36:06.099204;True;;Bio partenaire;Bougogne Franche Compte;Légume
292;1.6538977780751691;Aubergine;2021-06-01 23:36:06.099207;False;;;Occitanie;Légume
253;0.8743227630138938;Mais;2021-06-02 23:36:06.099211;True;;AB;Bretagne;Légume
245;2.0299719827823584;Courgette;2021-06-04 23:36:06.099216;True;;Bio partenaire;Bougogne Franche Compte;Légume
139;1.8072986647073053;Concombre;2021-06-01 23:36:06.099220;True;;Bio partenaire;Auvergne-Rhone-Alpes;Légume
265;2.199185963902175;Concombre;2021-06-04 23:36:06.099224;False;;;Centre-Val de Loire;Légume
296;1.3096196533009583;Haricot vert;2021-06-03 23:36:06.099227;False;;;Grand Est;Légume
216;0.8395927984037532;Bettrave;2021-06-02 23:36:06.099232;False;;;Ile de France;Légume
157;0.8129667345904424;Poireau;2021-06-03 23:36:06.099236;False;;;Normandie;Légume
150;0.9446842194890782;Oignon;2021-06-02 23:36:06.099239;True;;AB;Hauts de France;Légume
299;2.1308652068390774;Courgette;2021-06-04 23:36:06.099243;False;;;Grand Est;Légume
159;1.086781399636145;Aubergine;2021-06-02 23:36:06.099247;True;;AB;Grand Est;Légume
178;1.7381535506561494;Bettrave;2021-06-02 23:36:06.099251;True;;Bio cohérence;Normandie;Légume
276;0.944524956533244;Radis;2021-06-03 23:36:06.099255;True;;Bio partenaire;Auvergne-Rhone-Alpes;Légume
354;1.3467601138247334;Courgette;2021-06-01 23:36:06.099258;False;;;Normandie;Légume
26;1.2657938871671124;Oignon;2021-06-04 23:36:06.099261;False;;;Normandie;Légume
203;1.6777740013858473;Concombre;2021-06-04 23:36:06.099267;True;;Bio cohérence;Occitanie;Légume
427;1.3402551191438707;Courgette;2021-06-03 23:36:06.099270;False;;;Auvergne-Rhone-Alpes;Légume
311;1.2653645135542761;Haricot vert;2021-06-03 23:36:06.099273;False;;;Pays de la Loire;Légume
214;2.23511046415441;Bettrave;2021-06-03 23:36:06.099277;False;;;Nouvelle Aquitaine;Légume
6;0.9934546610179518;Poivron;2021-06-02 23:36:06.099281;True;;Bio partenaire;Nouvelle Aquitaine;Légume
451;2.2837556527434457;Aubergine;2021-06-02 23:36:06.099285;True;;Bio partenaire;Occitanie;Légume
401;1.8856447157397125;Poivron;2021-06-02 23:36:06.099289;True;;Bio partenaire;Ile de France;Légume
235;2.283577169207711;Courgette;2021-06-02 23:36:06.099293;True;;AB;Bretagne;Légume
79;2.219793578443874;Haricot vert;2021-06-02 23:36:06.099297;True;;Bio cohérence;Hauts de France;Légume
241;2.152143771526532;Mais;2021-06-02 23:36:06.099300;False;;;Normandie;Légume
170;2.1354077836140344;Mais;2021-06-03 23:36:06.099303;False;;;Centre-Val de Loire;Légume
130;2.058157431893929;Poireau;2021-06-02 23:36:06.099308;True;;AB;Occitanie;Légume
484;2.065795656805625;Radis;2021-06-03 23:36:06.099311;False;;;Bougogne Franche Compte;Légume
88;1.735138216895074;Haricot rouge;2021-06-04 23:36:06.099316;True;;AB;Auvergne-Rhone-Alpes;Légume
35;2.4137096433306287;Haricot rouge;2021-06-02 23:36:06.099320;True;;Bio partenaire;Pays de la Loire;Légume
125;2.199301732520272;Concombre;2021-06-02 23:36:06.099324;False;;;Ile de France;Légume
146;1.6226764839168208;Haricot vert;2021-06-01 23:36:06.099328;True;;AB;Bougogne Franche Compte;Légume
151;2.296025799933448;Poireau;2021-06-02 23:36:06.099331;True;;AB;Hauts de France;Légume
437;1.5569008487770457;Poivron;2021-06-01 23:36:06.099335;True;;Bio cohérence;Grand Est;Légume
257;1.4458049779934106;Haricot rouge;2021-06-02 23:36:06.099339;False;;;Bougogne Franche Compte;Légume
262;1.075730605319028;Poivron;2021-06-01 23:36:06.099342;False;;;Pays de la Loire;Légume
311;1.2527116009735573;Aubergine;2021-06-01 23:36:06.099346;False;;;Bougogne Franche Compte;Légume
487;1.970693763579419;Poivron;2021-06-03 23:36:06.099349;False;;;Grand Est;Légume
230;2.0383360935090424;Oignon;2021-06-03 23:36:06.099353;False;;;Nouvelle Aquitaine;Légume
170;1.383535357644768;Petit pois;2021-06-02 23:36:06.099357;True;;Bio cohérence;Provence-Alpes-Cote d'Azur;Légume
33;1.7367582562062855;Poivron;2021-06-01 23:36:06.099360;False;;;Hauts de France;Légume
266;2.235443462348615;Concombre;2021-06-03 23:36:06.099365;True;;AB;Hauts de France;Légume
203;1.8644724254993672;Mais;2021-06-04 23:36:06.099369;False;;;Nouvelle Aquitaine;Légume
142;0.8476634537059204;Haricot rouge;2021-06-03 23:36:06.099372;False;;;Normandie;Légume
346;1.2457619951288774;Petit pois;2021-06-01 23:36:06.099376;False;;;Centre-Val de Loire;Légume
253;2.04299486891023;Radis;2021-06-03 23:36:06.099380;True;;Bio partenaire;Occitanie;Légume
241;1.4358549592986265;Aubergine;2021-06-02 23:36:06.099384;True;;Bio partenaire;Centre-Val de Loire;Légume
