date;rembourse;status;avis;note;ID_compte;id_produit;quantite
2021-05-09 16:41:40.947802;False;Livré;Dolore tempora quisquam consectetur ipsum voluptatem dolore.;0;3107;6958;261
2021-05-08 16:41:40.947808;False;Livré;;;873;474;139
2021-05-14 16:41:40.947812;True;Annulé;;4;6598;3267;187
2021-05-06 16:41:40.947820;True;Annulé;Non quiquia quaerat dolorem consectetur.;;2959;1510;2
2021-05-10 16:41:40.947824;False;En cours;;3;5417;8158;223
2021-05-09 16:41:40.947827;False;En cours;;1;4393;9985;213
2021-05-15 16:41:40.947836;False;Annulé;Eius porro est ipsum ut porro amet.;;7936;1827;4
2021-05-06 16:41:40.947846;False;En cours;Numquam ut velit consectetur tempora porro velit ipsum.;5;8592;157;41
2021-05-09 16:41:40.947855;False;Livré;Magnam ut quaerat neque neque sed velit.;5;7054;8468;87
2021-05-15 16:41:40.947864;False;En cours;Neque dolore non voluptatem quiquia quaerat ut.;;4626;3407;46
2021-05-12 16:41:40.947872;True;Annulé;Dolor dolore est porro magnam tempora.;;8271;8033;100
2021-05-13 16:41:40.947876;True;Annulé;;2;9721;9816;232
2021-05-14 16:41:40.947879;False;En cours;;;7835;7397;157
2021-05-12 16:41:40.947883;False;Annulé;;2;9959;4546;164
2021-05-09 16:41:40.947894;False;Annulé;Dolorem adipisci sit dolor consectetur ut adipisci quaerat.;4;8892;373;36
2021-05-12 16:41:40.947899;False;En cours;;2;2027;3209;280
2021-05-09 16:41:40.947907;False;Livré;Ut sit labore aliquam numquam amet quaerat.;5;9486;8738;38
2021-05-06 16:41:40.947911;False;Livré;;0;1541;5057;187
2021-05-10 16:41:40.947915;False;Livré;;;7091;6169;178
2021-05-07 16:41:40.947923;False;Livré;Eius adipisci tempora dolor porro porro.;;4267;6366;68
2021-05-09 16:41:40.947931;False;Livré;Voluptatem eius adipisci magnam sed.;;4285;760;270
2021-05-15 16:41:40.947936;True;Annulé;;2;6743;6447;1
2021-05-08 16:41:40.947946;False;En cours;Non est numquam sed porro non eius modi.;5;3723;7547;6
2021-05-10 16:41:40.947950;False;En cours;;2;5045;635;80
2021-05-07 16:41:40.947953;False;Livré;;;5792;3277;42
2021-05-14 16:41:40.947957;False;En cours;;5;8635;7669;6
2021-05-13 16:41:40.947965;False;En cours;Quiquia dolor aliquam adipisci magnam amet.;;615;6485;67
2021-05-10 16:41:40.947976;False;Annulé;Modi aliquam voluptatem magnam ipsum neque magnam dolor.;;9513;7595;37
2021-05-06 16:41:40.947980;True;Annulé;;;6936;1822;55
2021-05-12 16:41:40.947984;False;Livré;;1;6102;4515;17
2021-05-07 16:41:40.947993;False;Livré;Sed non quiquia quaerat voluptatem est.;5;4435;583;12
2021-05-12 16:41:40.948001;False;Livré;Adipisci ut consectetur magnam ut aliquam.;;2654;528;77
2021-05-12 16:41:40.948009;False;Livré;Modi velit ut quaerat.;;8696;1173;7
2021-05-13 16:41:40.948013;False;Livré;;1;2300;922;99
2021-05-13 16:41:40.948020;False;En cours;Numquam dolor dolor tempora porro.;;2367;9189;206
2021-05-08 16:41:40.948028;False;Livré;Quisquam eius dolorem quiquia.;;3494;596;24
2021-05-14 16:41:40.948031;False;Livré;;;602;8513;103
2021-05-07 16:41:40.948035;False;Livré;;;4711;5168;134
2021-05-14 16:41:40.948044;False;En cours;Quisquam quisquam tempora quiquia voluptatem dolor quisquam sit.;5;691;9610;177
2021-05-13 16:41:40.948048;False;En cours;;3;6453;8089;171
2021-05-11 16:41:40.948053;False;En cours;;;2789;2858;120
2021-05-11 16:41:40.948061;False;Livré;Velit numquam magnam est.;2;1559;9367;114
2021-05-12 16:41:40.948070;False;En cours;Adipisci adipisci aliquam etincidunt ipsum amet quiquia est.;;7819;8474;116
2021-05-10 16:41:40.948073;False;Livré;;1;5003;9430;206
2021-05-06 16:41:40.948077;False;Livré;;;9108;3598;187
2021-05-14 16:41:40.948084;False;En cours;Velit dolore adipisci sit.;;5967;9125;59
2021-05-11 16:41:40.948093;False;Annulé;Aliquam ipsum tempora numquam ipsum.;1;9703;3816;324
2021-05-06 16:41:40.948101;False;En cours;Quisquam dolore modi labore sit.;0;6931;6686;33
2021-05-07 16:41:40.948111;False;Livré;Ut sed neque ut consectetur sed est numquam.;3;1463;535;70
2021-05-10 16:41:40.948119;False;En cours;Tempora tempora modi ut quiquia.;;5798;3649;127
2021-05-14 16:41:40.948127;True;Annulé;Ut etincidunt ipsum dolor.;1;9015;6781;4
2021-05-08 16:41:40.948131;True;Annulé;;1;4365;7643;69
2021-05-13 16:41:40.948140;False;En cours;Sed quaerat dolore adipisci magnam quisquam.;4;5152;6363;117
2021-05-11 16:41:40.948150;False;Livré;Consectetur quisquam tempora ut etincidunt neque quiquia ut.;;3555;9840;61
2021-05-09 16:41:40.948160;False;Livré;Sit etincidunt voluptatem ipsum ut adipisci aliquam eius.;3;2044;9719;32
2021-05-15 16:41:40.948164;False;Livré;;4;6422;3344;407
2021-05-10 16:41:40.948173;False;Livré;Quaerat quisquam eius tempora ipsum neque quiquia neque.;;5685;1528;15
2021-05-15 16:41:40.948177;False;Livré;;1;3017;5079;223
2021-05-13 16:41:40.948180;True;Annulé;;3;5335;3057;121
2021-05-14 16:41:40.948189;False;En cours;Neque dolore amet modi quiquia dolor labore.;;2030;6454;241
2021-05-06 16:41:40.948197;False;Livré;Porro modi ut dolore dolorem etincidunt.;;6387;4267;250
2021-05-07 16:41:40.948208;False;En cours;Porro velit tempora etincidunt quiquia tempora dolorem ipsum.;0;3018;6597;171
2021-05-07 16:41:40.948212;True;Annulé;;4;2285;6134;71
2021-05-13 16:41:40.948221;False;Livré;Quiquia magnam dolor etincidunt dolor.;5;3473;528;91
2021-05-13 16:41:40.948229;False;Annulé;Amet velit sit labore neque dolorem.;;6020;1318;139
2021-05-09 16:41:40.948233;False;Annulé;;0;7988;2813;60
2021-05-11 16:41:40.948238;False;Livré;;;7367;7766;196
2021-05-09 16:41:40.948246;False;Livré;Quisquam non etincidunt eius modi neque.;;5461;6948;120
2021-05-10 16:41:40.948250;False;Livré;;;6742;1521;48
2021-05-12 16:41:40.948253;False;En cours;;;9432;714;138
2021-05-08 16:41:40.948262;False;Livré;Quisquam dolorem dolorem ut voluptatem sit.;;8108;8609;19
2021-05-09 16:41:40.948271;False;Annulé;Numquam non neque consectetur sed porro dolor quiquia.;5;278;411;28
2021-05-11 16:41:40.948276;True;Annulé;;;8085;2231;84
2021-05-13 16:41:40.948284;False;Annulé;Aliquam dolore dolorem quaerat consectetur.;1;6091;2172;135
2021-05-10 16:41:40.948292;False;Livré;Sed non quisquam eius tempora.;;258;3129;287
2021-05-11 16:41:40.948295;False;En cours;;;7348;9286;106
2021-05-09 16:41:40.948299;False;En cours;;0;1132;6269;230
2021-05-12 16:41:40.948303;False;En cours;;2;8351;7881;85
2021-05-12 16:41:40.948312;True;Annulé;Aliquam dolorem quaerat labore neque consectetur dolorem.;;9658;9311;213
2021-05-07 16:41:40.948323;False;En cours;Consectetur est sit neque ut tempora.;1;7928;5991;262
2021-05-06 16:41:40.948327;False;Livré;;3;4549;3696;422
2021-05-07 16:41:40.948335;False;En cours;Labore quaerat sit dolorem.;;9516;2999;234
2021-05-08 16:41:40.948339;False;En cours;;;2586;4088;14
2021-05-07 16:41:40.948342;False;En cours;;4;6855;5523;48
2021-05-14 16:41:40.948346;False;Livré;;;1555;3285;18
2021-05-15 16:41:40.948357;True;Annulé;Non consectetur dolorem dolorem quiquia amet quiquia numquam.;1;5818;9566;70
2021-05-10 16:41:40.948360;False;En cours;;1;9767;9015;6
2021-05-06 16:41:40.948364;False;En cours;;3;9021;6454;104
2021-05-10 16:41:40.948373;False;Annulé;Ipsum sit velit quiquia est etincidunt non.;;7779;289;277
2021-05-08 16:41:40.948382;False;Livré;Quiquia porro tempora eius non dolor quaerat.;5;283;7186;283
2021-05-12 16:41:40.948390;False;En cours;Etincidunt quaerat tempora velit.;;3983;9196;438
2021-05-09 16:41:40.948393;False;Annulé;;;7083;364;58
2021-05-08 16:41:40.948403;False;En cours;Tempora adipisci neque quisquam dolorem quisquam dolore.;;5304;1478;89
2021-05-07 16:41:40.948413;False;En cours;Etincidunt dolor eius eius aliquam amet.;0;36;9303;28
2021-05-11 16:41:40.948417;False;Livré;;4;8564;5448;37
2021-05-06 16:41:40.948426;False;En cours;Voluptatem porro numquam voluptatem sed.;5;7056;1228;144
2021-05-15 16:41:40.948430;False;En cours;;;8069;6599;19
2021-05-12 16:41:40.948433;True;Annulé;;;1191;4058;151
2021-05-12 16:41:40.948438;False;Annulé;;1;4615;4582;60
2021-05-12 16:41:40.948446;False;Livré;Tempora sit eius numquam aliquam porro.;0;5820;5612;112
2021-05-14 16:41:40.948450;False;Livré;;;5852;7882;67
2021-05-12 16:41:40.948453;False;Livré;;3;3970;4567;100
2021-05-07 16:41:40.948462;False;Livré;Dolorem neque numquam dolorem ipsum.;1;9177;6804;108
2021-05-14 16:41:40.948471;True;Annulé;Dolorem consectetur consectetur voluptatem velit tempora velit quaerat.;;9236;8347;3
2021-05-07 16:41:40.948481;False;En cours;Porro eius tempora quiquia sed.;1;1972;8711;190
2021-05-11 16:41:40.948490;True;Annulé;Quisquam est amet non modi.;;4123;5171;57
2021-05-11 16:41:40.948498;False;En cours;Eius voluptatem voluptatem quiquia.;0;9011;5200;183
2021-05-09 16:41:40.948502;False;Annulé;;;1233;9451;167
2021-05-07 16:41:40.948510;False;Annulé;Amet dolor adipisci tempora tempora.;;6138;6866;32
2021-05-09 16:41:40.948518;False;Livré;Sit ipsum magnam ipsum.;3;30;1529;49
2021-05-14 16:41:40.948527;False;En cours;Quisquam non ipsum quaerat sed sit adipisci.;2;1131;6493;150
2021-05-09 16:41:40.948531;False;Livré;;;7355;2150;206
2021-05-14 16:41:40.948538;False;Livré;Etincidunt dolorem quisquam dolore.;1;1811;7542;18
2021-05-09 16:41:40.948542;True;Annulé;;4;3853;843;208
2021-05-07 16:41:40.948551;False;Livré;Est magnam quiquia amet non dolor.;0;8173;1295;60
2021-05-09 16:41:40.948554;False;Livré;;;105;7590;163
2021-05-12 16:41:40.948564;False;Annulé;Amet quaerat magnam tempora quaerat eius quaerat tempora.;1;9416;8243;109
2021-05-11 16:41:40.948573;False;Livré;Etincidunt dolor porro quaerat magnam porro sit dolore.;2;1706;4193;17
2021-05-08 16:41:40.948579;False;Livré;;4;947;9393;92
2021-05-12 16:41:40.948582;True;Annulé;;;4112;3122;137
2021-05-13 16:41:40.948586;False;Livré;;;4401;5691;293
2021-05-07 16:41:40.948596;False;Livré;Modi neque quaerat neque magnam dolor modi aliquam.;4;5595;3479;217
2021-05-09 16:41:40.948601;False;En cours;;2;3506;5822;30
2021-05-15 16:41:40.948610;False;En cours;Porro porro consectetur etincidunt numquam porro.;;1247;6391;77
2021-05-15 16:41:40.948619;False;Annulé;Dolorem sed numquam quiquia amet quiquia quiquia.;;2465;5063;126
2021-05-15 16:41:40.948623;False;En cours;;5;7401;3244;280
2021-05-12 16:41:40.948631;False;Livré;Velit numquam tempora consectetur.;;310;8516;125
2021-05-09 16:41:40.948634;False;En cours;;;3975;8183;20
2021-05-10 16:41:40.948638;False;En cours;;1;5085;9507;3
2021-05-10 16:41:40.948647;False;Livré;Adipisci amet etincidunt dolor sed tempora.;;2005;1389;9
2021-05-09 16:41:40.948651;False;Livré;;;4658;4059;174
2021-05-15 16:41:40.948661;False;Annulé;Dolor sit quiquia quisquam sed aliquam.;3;9211;3033;1
2021-05-07 16:41:40.948665;False;Livré;;;6389;18;172
2021-05-09 16:41:40.948673;True;Annulé;Quaerat neque voluptatem sed.;5;5955;1788;123
2021-05-11 16:41:40.948677;True;Annulé;;;3235;6734;254
2021-05-09 16:41:40.948680;False;Livré;;;4270;4551;41
2021-05-08 16:41:40.948684;False;Annulé;;3;8376;358;78
2021-05-12 16:41:40.948687;False;En cours;;;4363;6924;209
2021-05-09 16:41:40.948691;False;En cours;;2;664;7402;3
2021-05-12 16:41:40.948694;False;Livré;;5;7823;1603;27
2021-05-06 16:41:40.948698;False;Annulé;;2;8838;2540;120
2021-05-14 16:41:40.948702;False;En cours;;1;7966;6481;13
2021-05-07 16:41:40.948711;True;Annulé;Est non non quaerat quiquia sed voluptatem numquam.;;6718;143;127
2021-05-10 16:41:40.948752;False;En cours;Amet ut dolorem labore quiquia est etincidunt.;;8217;2256;242
2021-05-07 16:41:40.948760;False;Livré;;3;1247;3201;7
2021-05-14 16:41:40.948764;False;Livré;;;5783;6584;263
2021-05-09 16:41:40.948773;False;En cours;Dolore eius quisquam amet.;0;4887;6948;184
2021-05-11 16:41:40.948777;False;En cours;;4;9322;6937;158
2021-05-11 16:41:40.948781;False;Livré;;0;9162;8323;235
2021-05-08 16:41:40.948804;False;Livré;Voluptatem non dolore non.;;6422;7158;5
2021-05-10 16:41:40.948813;False;Livré;Amet quiquia dolore quisquam quaerat numquam.;;2224;6957;333
2021-05-07 16:41:40.948817;False;Annulé;;;2944;1065;104
2021-05-06 16:41:40.948826;False;En cours;Quisquam dolor velit modi velit.;5;5188;1434;277
2021-05-11 16:41:40.948834;False;Livré;Amet dolore amet sit amet non.;;3339;4532;435
2021-05-13 16:41:40.948843;False;Livré;Velit non labore quaerat etincidunt.;4;3130;4665;35
2021-05-07 16:41:40.948853;False;Livré;Neque non adipisci neque dolor porro etincidunt porro.;1;8452;1858;187
2021-05-15 16:41:40.948860;False;Annulé;Ut adipisci neque dolore.;;7861;5805;27
2021-05-12 16:41:40.948870;False;Annulé;Ipsum numquam ipsum etincidunt ipsum quisquam.;;6762;540;190
2021-05-15 16:41:40.948874;False;Livré;;;3910;112;139
2021-05-11 16:41:40.948884;False;En cours;Adipisci quaerat sit dolor dolorem voluptatem quisquam.;2;7973;4289;89
2021-05-13 16:41:40.948887;False;Annulé;;1;4259;9792;47
2021-05-06 16:41:40.948896;False;Annulé;Porro neque aliquam quaerat amet amet neque.;;8367;8554;63
2021-05-12 16:41:40.948904;False;En cours;Neque dolorem tempora quisquam.;;6675;8519;360
2021-05-06 16:41:40.948912;False;Annulé;Magnam modi non dolor consectetur tempora.;1;3332;7716;64
2021-05-10 16:41:40.948921;True;Annulé;Sit consectetur quaerat quisquam quiquia.;3;8879;6778;412
2021-05-07 16:41:40.948925;False;En cours;;3;4661;9918;96
2021-05-11 16:41:40.948934;False;Annulé;Adipisci magnam ipsum labore adipisci dolor porro sed.;3;2115;8666;84
2021-05-10 16:41:40.948943;False;Livré;Labore dolorem dolorem eius modi dolor porro tempora.;2;1339;1999;113
2021-05-13 16:41:40.948947;False;Livré;;;4291;107;254
2021-05-11 16:41:40.948954;False;En cours;Etincidunt est velit tempora.;5;4248;7690;157
2021-05-13 16:41:40.948964;True;Annulé;Eius magnam sed modi neque.;;2816;2379;50
2021-05-07 16:41:40.948972;False;En cours;Numquam voluptatem consectetur numquam.;;3198;3345;89
2021-05-10 16:41:40.948981;False;En cours;Quiquia dolore dolore modi neque tempora tempora.;;8906;1329;19
2021-05-14 16:41:40.948990;False;En cours;Aliquam ipsum quiquia aliquam dolor amet dolorem modi.;5;7080;8974;119
2021-05-11 16:41:40.948993;True;Annulé;;;9760;9160;56
2021-05-11 16:41:40.948996;False;Livré;;;8651;4289;34
2021-05-12 16:41:40.948999;False;En cours;;;578;9974;88
2021-05-10 16:41:40.949008;False;En cours;Aliquam quaerat velit voluptatem adipisci adipisci.;;2904;1733;213
2021-05-09 16:41:40.949011;False;En cours;;;3487;7314;351
2021-05-07 16:41:40.949015;False;En cours;;4;1397;1424;67
2021-05-14 16:41:40.949019;True;Annulé;;2;8821;7032;26
2021-05-07 16:41:40.949023;False;En cours;;2;525;7210;34
2021-05-09 16:41:40.949028;False;Annulé;;;508;9275;25
2021-05-12 16:41:40.949034;False;Livré;;;6130;7179;101
2021-05-11 16:41:40.949038;False;En cours;;4;2555;6883;6
2021-05-06 16:41:40.949041;False;En cours;;;1069;6841;282
2021-05-15 16:41:40.949045;False;En cours;;4;885;7543;36
2021-05-14 16:41:40.949054;True;Annulé;Etincidunt consectetur labore sed numquam.;2;4661;4924;70
2021-05-06 16:41:40.949062;True;Annulé;Non etincidunt dolor labore adipisci.;0;4401;6013;88
2021-05-14 16:41:40.949072;False;Annulé;Quisquam sit porro eius non quisquam numquam.;2;1984;8959;191
2021-05-10 16:41:40.949080;False;En cours;Labore quisquam quisquam ipsum voluptatem est.;;6248;6838;60
2021-05-11 16:41:40.949088;True;Annulé;Porro quiquia dolor consectetur est.;;1062;1206;0
2021-05-14 16:41:40.949092;False;En cours;;3;1616;9379;261
2021-05-08 16:41:40.949095;False;Livré;;;7204;2317;34
2021-05-14 16:41:40.949099;True;Annulé;;;4795;3004;23
2021-05-15 16:41:40.949107;False;Livré;Aliquam sit velit eius.;2;1049;6758;140
2021-05-07 16:41:40.949113;True;Annulé;;1;5969;1429;115
2021-05-07 16:41:40.949121;False;En cours;Magnam sed neque sed est dolor.;;5483;6558;159
2021-05-08 16:41:40.949125;False;Livré;;2;605;9830;327
2021-05-12 16:41:40.949129;False;Annulé;;;9817;4204;36
2021-05-10 16:41:40.949136;False;Livré;Aliquam sed sit dolorem.;3;2447;7280;388
2021-05-14 16:41:40.949146;True;Annulé;Modi modi non amet labore adipisci adipisci adipisci.;2;3947;6796;21
2021-05-13 16:41:40.949149;True;Annulé;;;9801;1564;0
2021-05-11 16:41:40.949158;False;Annulé;Sit ipsum neque sed dolor labore.;;5931;4184;100
2021-05-09 16:41:40.949162;True;Annulé;;5;4400;7593;45
2021-05-11 16:41:40.949166;False;Annulé;;2;4392;4672;13
2021-05-06 16:41:40.949174;False;En cours;Quaerat sed non voluptatem voluptatem velit.;;2536;7341;30
2021-05-10 16:41:40.949178;False;Annulé;;0;3891;1608;380
2021-05-15 16:41:40.949187;False;Livré;Non dolore quaerat quaerat quiquia dolore ut.;3;5378;4691;87
2021-05-13 16:41:40.949192;False;Livré;;0;2227;2708;105
2021-05-15 16:41:40.949201;False;Livré;Est quisquam dolorem numquam etincidunt quaerat quiquia dolor.;;6289;9385;30
2021-05-12 16:41:40.949204;False;En cours;;;3044;4296;389
2021-05-15 16:41:40.949215;True;Annulé;Numquam dolorem eius eius aliquam consectetur neque non.;;6179;9904;22
2021-05-13 16:41:40.949224;False;Annulé;Non sit voluptatem quiquia modi.;;8232;6677;79
2021-05-09 16:41:40.949234;True;Annulé;Sit porro dolorem tempora dolor numquam porro est.;0;3701;4584;14
